shots,errors,discards,seconds,decoder,strong_id,json_metadata,custom_counts,rounds,error_rate,std_error_rate
5000000,278,0,79.5,pymatching,525eb7a179e503c46d5873596d81a7d5c061eb89845e96b75b417a07986f8bb8,"{""rounds"":0}",,0,5.56e-05,3.3345736950920727e-06
5000000,3790,0,207.9,pymatching,aeb319a232425f5e1a8c7c7fccd4ee4ed063a1b6026bb30032528573e0a94f80,"{""rounds"":1}",,1,0.000758,1.2307927819092862e-05
5000000,14776,0,456.1,pymatching,b1c49dfab2d09a725f3759bfcc579f96a1f7954eaba213129ed114648bfee38d,"{""rounds"":2}",,2,0.0029552,2.42753652617628e-05
5000000,33774,0,606.6,pymatching,cf2ef0804bffa3fc528ddbba780c141197df177846f0c1682bac6ef0938fe96e,"{""rounds"":3}",,3,0.0067548,3.6631059708831794e-05
5000000,59321,0,931.4,pymatching,8fc16127101a1307a9e67afaa12517549f1929cd79a72d7fb16410c9eb75490f,"{""rounds"":4}",,4,0.0118642,4.8421980046999314e-05
5000000,91238,0,1103.7,pymatching,44d871dc9f8b1e5e335076baab62e43b32ab7a1f08419377f59815b003280760,"{""rounds"":5}",,5,0.0182476,5.985753936512927e-05
5000000,125971,0,1282.6,pymatching,c42462f4607f8f053085896a787b0793be4ecccb3fc39f26351b61723caa7ba8,"{""rounds"":6}",,6,0.0251942,7.008488037567018e-05
5000000,161955,0,1626.7,pymatching,af2ab3760a616ac8643a5b0c0dfa1b7a8116be31e7b1e1886e636b7b0ddb81a5,"{""rounds"":7}",,7,0.032391,7.917300438785937e-05
5000000,199622,0,1778.2,pymatching,5a1be195839548f505e3c76c7b5e4b8a9433d8f4eb1cfe8c5e97041f8c31d3c2,"{""rounds"":8}",,8,0.0399244,8.755620170455089e-05
5000000,238849,0,2018.9,pymatching,1f2d915e5ec8ff03b0a40519e536094adc6e545eed842ab0308caad2c4eece2a,"{""rounds"":9}",,9,0.0477698,9.538117865486881e-05
5000000,275634,0,2064.6,pymatching,c666ca1c40e6b21eae780ef353585efba3ba324cb0854eca0ce7ce20903fd535,"{""rounds"":10}",,10,0.0551268,0.00010206648413829095
5000000,315512,0,2594.1,pymatching,7f4315acba7df94b0216cfe3c0e3b6abe002bed7982c0f6e9e357ce035d4aa8b,"{""rounds"":11}",,11,0.0631024,0.00010873866572129714
5000000,353496,0,2875.3,pymatching,82de7712f57a69a42a45d54f112761bd43e5fb9fba32aa5308d06a3d2ab1d736,"{""rounds"":12}",,12,0.0706992,0.00011463055711228136
5000000,390340,0,3149.7,pymatching,cfb03bc51e8dd9af8e692a23895f10d5737854b1d49fc12a59c3592416a21244,"{""rounds"":13}",,13,0.078068,0.00011997782076367281
5000000,427466,0,3161.5,pymatching,821d21df1a4bd3901094b7acf43299243e72561f165336577a9e2f45512f9aaf,"{""rounds"":14}",,14,0.0854932,0.00012504728126093746
5000000,464423,0,3212.1,pymatching,425253b508b852b41215482d9f0ca376eee638c7ebb2f27321e38e9f8fcd3909,"{""rounds"":15}",,15,0.0928846,0.00012981298169508317
