shots,errors,discards,seconds,decoder,strong_id,json_metadata,custom_counts,rounds,error_rate,std_error_rate
5000000,283,0,84.5,pymatching,e732cebf8ff2ec91a95d734b00652520b0d6d0abbd08fa35ab441958a09ccc9f,"{""rounds"":1}",,1,5.66e-05,3.3644255509670593e-06
5000000,3820,0,226.4,pymatching,6b87c62f8c1c84d0b72901666524ff80da8b68ba787c7d7c4f4a81d6e0aa6e26,"{""rounds"":2}",,2,0.000764,1.2356506820295128e-05
5000000,14641,0,390.5,pymatching,6f9df79c8bb79607ad95f9392f2b4ebcc8692744a53e7bdc029ae3bf06357509,"{""rounds"":3}",,3,0.0029282,2.4164542804530772e-05
5000000,33758,0,631.1,pymatching,4c45e0227b3fac19f3db9d3014bcc8ebb81dd214f9ff6d1685c3a33e09aefa0e,"{""rounds"":4}",,4,0.0067516,3.66224409274969e-05
5000000,59366,0,774.7,pymatching,d207d598e25d12adb211e2818d2fc059108c14568cc531a3e9c46df923e37fc2,"{""rounds"":5}",,5,0.0118732,4.84401220513739e-05
5000000,90844,0,1048.3,pymatching,86d7b956c75e788cc759a6672938c067e8ab7312face527bd0f868c11cd26ccf,"{""rounds"":6}",,6,0.0181688,5.973055282945237e-05
5000000,125536,0,1364.9,pymatching,4304e94e5ae329c2be6f56072374d4725e13ed9eafe744960d53abc1ab21bc06,"{""rounds"":7}",,7,0.0251072,6.996689003830312e-05
5000000,161678,0,1459.4,pymatching,fc76fb4d3fe2dc894f145d0913882dfa685d9a9f5da5dcf2cb6a3d6830a6b619,"{""rounds"":8}",,8,0.0323356,7.910753310859844e-05
5000000,200605,0,1578.7,pymatching,61a22659f035ef48b7173732935bbaa51cefae95b84255cfcdabe4928bf07916,"{""rounds"":9}",,9,0.040121,8.776252658054005e-05
5000000,238783,0,2145.8,pymatching,ba86bf4bad675ebe167b69eac5deb97be44bcf9166a114e25564dcdc6926eac8,"{""rounds"":10}",,10,0.0477566,9.536866063486475e-05
5000000,278110,0,2226.0,pymatching,6084bb5dac774a0e13d945ac8917d9a116066aaf4dec5dbdf2e14c0858c5380c,"{""rounds"":11}",,11,0.055622,0.0001024970176307584
5000000,314487,0,2453.3,pymatching,639c5294d3dfa12d79cecc677d9ba87678827c6cd47c02dfda4113d336182c2b,"{""rounds"":12}",,12,0.0628974,0.00010857376945951541
5000000,352999,0,2943.3,pymatching,f668c1fbb2fe3298b7bff5b242d645ece3eda1b9744c1c2b30671d5790ee6d90,"{""rounds"":13}",,13,0.0705998,0.00011455607206949792
5000000,390438,0,2942.9,pymatching,07ea232f27579214d267aba1789317ca3100982e7c2a8b0cec41b6d3cbaefb91,"{""rounds"":14}",,14,0.0780876,0.00011999160531157168
5000000,427349,0,3274.0,pymatching,b2834ecfede5038dff8b0cf3ced8c88c915527d67fbdc49e4c8353f1b9c131a4,"{""rounds"":15}",,15,0.0854698,0.00012503176659390205
